0.517209,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Umbreon,Umbreon.snarl.foul play.last resort.1500,Azumarill,Azumarill.bubble.ice beam.play rough.1500,Venomoth,Venomoth.confusion.psychic.silver wind.1500,Venusaur,Venusaur.vine whip.frenzy plant.sludge bomb.1500,Qwilfish,Qwilfish.water gun.aqua tail.sludge wave.1500
0.517209,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Umbreon,Umbreon.snarl.foul play.last resort.1500,Azumarill,Azumarill.bubble.ice beam.play rough.1500,Venomoth,Venomoth.confusion.psychic.silver wind.1500,Venusaur,Venusaur.vine whip.frenzy plant.sludge bomb.1500,Qwilfish,Qwilfish.water gun.aqua tail.ice beam.1500
0.517209,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Drapion,Drapion.bite.crunch.aqua tail.1500,Tentacruel,Tentacruel.poison jab.blizzard.hydro pump.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Golbat,Golbat.wing attack.shadow ball.poison fang.1500,Muk,Muk.poison jab.thunder punch.sludge wave.1500
0.517209,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Drapion,Drapion.bite.crunch.aqua tail.1500,Tentacruel,Tentacruel.poison jab.blizzard.hydro pump.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Golbat,Golbat.wing attack.shadow ball.poison fang.1500,Muk,Muk.poison jab.thunder punch.dark pulse.1500
0.517209,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Umbreon,Umbreon.snarl.foul play.last resort.1500,Tentacruel,Tentacruel.poison jab.sludge wave.hydro pump.1500,Dusclops,Dusclops.hex.fire punch.ice punch.1500,Venusaur,Venusaur.vine whip.frenzy plant.sludge bomb.1500,Dustox,Dustox.confusion.silver wind.sludge bomb.1224
0.517211,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Tentacruel,Tentacruel.poison jab.sludge wave.hydro pump.1500,Crobat,Crobat.air slash.shadow ball.sludge bomb.1500,Dustox,Dustox.confusion.silver wind.sludge bomb.1224,Tyranitar,Tyranitar.smack down.stone edge.crunch.1500,Qwilfish,Qwilfish.water gun.aqua tail.ice beam.1500
0.517211,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Tentacruel,Tentacruel.poison jab.sludge wave.hydro pump.1500,Crobat,Crobat.air slash.shadow ball.sludge bomb.1500,Dustox,Dustox.confusion.silver wind.sludge bomb.1224,Tyranitar,Tyranitar.smack down.stone edge.crunch.1500,Qwilfish,Qwilfish.water gun.aqua tail.sludge wave.1500
0.517212,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Umbreon,Umbreon.snarl.foul play.last resort.1500,Tentacruel,Tentacruel.poison jab.sludge wave.hydro pump.1500,Alolan raticate,Alolan raticate.quick attack.crunch.hyper fang.1500,Venomoth,Venomoth.confusion.psychic.silver wind.1500,Dusclops,Dusclops.hex.fire punch.ice punch.1500
0.517219,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Umbreon,Umbreon.snarl.foul play.last resort.1500,Venomoth,Venomoth.confusion.psychic.silver wind.1500,Nidoqueen,Nidoqueen.poison jab.earthquake.sludge wave.1500,Sneasel,Sneasel.ice shard.avalanche.foul play.1500,Dusclops,Dusclops.hex.fire punch.ice punch.1500
0.51722,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Azumarill,Azumarill.rock smash.ice beam.play rough.1500,Skuntank,Skuntank.poison jab.crunch.sludge bomb.1500,Alolan raticate,Alolan raticate.quick attack.crunch.hyper beam.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Tyranitar,Tyranitar.smack down.stone edge.crunch.1500
0.51722,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Azumarill,Azumarill.rock smash.ice beam.play rough.1500,Skuntank,Skuntank.poison jab.flamethrower.sludge bomb.1500,Alolan raticate,Alolan raticate.quick attack.crunch.hyper beam.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Tyranitar,Tyranitar.smack down.stone edge.crunch.1500
0.517223,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Tentacruel,Tentacruel.poison jab.sludge wave.hydro pump.1500,Alolan raticate,Alolan raticate.quick attack.crunch.hyper fang.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Golbat,Golbat.wing attack.shadow ball.poison fang.1500,Venusaur,Venusaur.vine whip.frenzy plant.sludge bomb.1500
0.517223,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Azumarill,Azumarill.bubble.ice beam.play rough.1500,Drapion,Drapion.bite.crunch.aqua tail.1500,Alolan raticate,Alolan raticate.quick attack.crunch.hyper fang.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Crobat,Crobat.air slash.shadow ball.sludge bomb.1500
0.517223,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Azumarill,Azumarill.bubble.ice beam.play rough.1500,Drapion,Drapion.bite.crunch.aqua tail.1500,Alolan raticate,Alolan raticate.quick attack.crunch.hyper beam.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Crobat,Crobat.air slash.shadow ball.sludge bomb.1500
0.517229,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Umbreon,Umbreon.snarl.foul play.last resort.1500,Alolan muk,Alolan muk.poison jab.gunk shot.dark pulse.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Alolan ninetales,Alolan ninetales.powder snow.ice beam.psyshock.1500,Venusaur,Venusaur.razor leaf.frenzy plant.sludge bomb.1500
0.517229,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Umbreon,Umbreon.snarl.foul play.last resort.1500,Alolan muk,Alolan muk.poison jab.gunk shot.dark pulse.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Alolan ninetales,Alolan ninetales.powder snow.ice beam.dazzling gleam.1500,Venusaur,Venusaur.razor leaf.frenzy plant.sludge bomb.1500
0.51723,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Tentacruel,Tentacruel.poison jab.blizzard.hydro pump.1500,Venomoth,Venomoth.confusion.psychic.silver wind.1500,Golbat,Golbat.wing attack.shadow ball.poison fang.1500,Froslass,Froslass.powder snow.avalanche.shadow ball.1500,Tyranitar,Tyranitar.smack down.stone edge.crunch.1500
0.51723,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Umbreon,Umbreon.snarl.foul play.last resort.1500,Alolan muk,Alolan muk.poison jab.gunk shot.dark pulse.1500,Alolan raticate,Alolan raticate.quick attack.crunch.hyper fang.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Sneasel,Sneasel.ice shard.avalanche.foul play.1500
0.517234,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Umbreon,Umbreon.snarl.foul play.last resort.1500,Venomoth,Venomoth.confusion.psychic.silver wind.1500,Nidoqueen,Nidoqueen.poison jab.earthquake.sludge wave.1500,Froslass,Froslass.powder snow.avalanche.shadow ball.1500,Muk,Muk.poison jab.thunder punch.dark pulse.1500
0.517234,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Azumarill,Azumarill.bubble.ice beam.play rough.1500,Dusclops,Dusclops.hex.fire punch.ice punch.1500,Venusaur,Venusaur.razor leaf.frenzy plant.sludge bomb.1500,Dustox,Dustox.confusion.silver wind.sludge bomb.1224,Tyranitar,Tyranitar.smack down.stone edge.crunch.1500
0.517235,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Skuntank,Skuntank.poison jab.crunch.sludge bomb.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Nidoqueen,Nidoqueen.poison jab.earthquake.sludge wave.1500,Sneasel,Sneasel.ice shard.avalanche.foul play.1500,Venusaur,Venusaur.razor leaf.frenzy plant.sludge bomb.1500
0.517235,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Skuntank,Skuntank.poison jab.flamethrower.sludge bomb.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Nidoqueen,Nidoqueen.poison jab.earthquake.sludge wave.1500,Sneasel,Sneasel.ice shard.avalanche.foul play.1500,Venusaur,Venusaur.razor leaf.frenzy plant.sludge bomb.1500
0.517235,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Azumarill,Azumarill.bubble.ice beam.play rough.1500,Alolan raticate,Alolan raticate.quick attack.crunch.hyper fang.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Tyranitar,Tyranitar.smack down.stone edge.crunch.1500,Swalot,Swalot.infestation.sludge bomb.ice beam.1500
0.517235,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Azumarill,Azumarill.bubble.ice beam.play rough.1500,Alolan raticate,Alolan raticate.quick attack.crunch.hyper fang.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Mawile,Mawile.bite.play rough.iron head.1500,Tyranitar,Tyranitar.smack down.stone edge.crunch.1500
0.517235,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Azumarill,Azumarill.bubble.ice beam.play rough.1500,Alolan raticate,Alolan raticate.quick attack.crunch.hyper fang.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Sableye,Sableye.shadow claw.shadow sneak.power gem.1400,Tyranitar,Tyranitar.smack down.stone edge.crunch.1500
0.517235,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Azumarill,Azumarill.bubble.ice beam.play rough.1500,Alolan raticate,Alolan raticate.quick attack.crunch.hyper fang.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Alolan ninetales,Alolan ninetales.powder snow.ice beam.psyshock.1500,Tyranitar,Tyranitar.smack down.stone edge.crunch.1500
0.517235,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Azumarill,Azumarill.bubble.ice beam.play rough.1500,Alolan raticate,Alolan raticate.quick attack.crunch.hyper fang.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Alolan ninetales,Alolan ninetales.powder snow.ice beam.dazzling gleam.1500,Tyranitar,Tyranitar.smack down.stone edge.crunch.1500
0.517235,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Azumarill,Azumarill.bubble.ice beam.play rough.1500,Alolan raticate,Alolan raticate.quick attack.crunch.hyper beam.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Tyranitar,Tyranitar.smack down.stone edge.crunch.1500,Swalot,Swalot.infestation.sludge bomb.ice beam.1500
0.517235,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Azumarill,Azumarill.bubble.ice beam.play rough.1500,Alolan raticate,Alolan raticate.quick attack.crunch.hyper beam.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Mawile,Mawile.bite.play rough.iron head.1500,Tyranitar,Tyranitar.smack down.stone edge.crunch.1500
0.517235,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Azumarill,Azumarill.bubble.ice beam.play rough.1500,Alolan raticate,Alolan raticate.quick attack.crunch.hyper beam.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Sableye,Sableye.shadow claw.shadow sneak.power gem.1400,Tyranitar,Tyranitar.smack down.stone edge.crunch.1500
0.517235,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Azumarill,Azumarill.bubble.ice beam.play rough.1500,Alolan raticate,Alolan raticate.quick attack.crunch.hyper beam.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Alolan ninetales,Alolan ninetales.powder snow.ice beam.psyshock.1500,Tyranitar,Tyranitar.smack down.stone edge.crunch.1500
0.517235,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Azumarill,Azumarill.bubble.ice beam.play rough.1500,Alolan raticate,Alolan raticate.quick attack.crunch.hyper beam.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Alolan ninetales,Alolan ninetales.powder snow.ice beam.dazzling gleam.1500,Tyranitar,Tyranitar.smack down.stone edge.crunch.1500
0.517235,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Azumarill,Azumarill.bubble.ice beam.play rough.1500,Grimer,Grimer.mud slap.mud bomb.sludge bomb.1300,Alolan raticate,Alolan raticate.quick attack.crunch.hyper fang.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Tyranitar,Tyranitar.smack down.stone edge.crunch.1500
0.517235,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Azumarill,Azumarill.bubble.ice beam.play rough.1500,Grimer,Grimer.mud slap.mud bomb.sludge bomb.1300,Alolan raticate,Alolan raticate.quick attack.crunch.hyper beam.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Tyranitar,Tyranitar.smack down.stone edge.crunch.1500
0.517235,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Azumarill,Azumarill.bubble.ice beam.play rough.1500,Grimer,Grimer.poison jab.sludge bomb.mud bomb.1300,Alolan raticate,Alolan raticate.quick attack.crunch.hyper fang.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Tyranitar,Tyranitar.smack down.stone edge.crunch.1500
0.517235,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Azumarill,Azumarill.bubble.ice beam.play rough.1500,Grimer,Grimer.poison jab.sludge bomb.mud bomb.1300,Alolan raticate,Alolan raticate.quick attack.crunch.hyper beam.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Tyranitar,Tyranitar.smack down.stone edge.crunch.1500
0.517235,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Azumarill,Azumarill.bubble.ice beam.play rough.1500,Alolan muk,Alolan muk.poison jab.gunk shot.dark pulse.1500,Alolan raticate,Alolan raticate.quick attack.crunch.hyper fang.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Tyranitar,Tyranitar.smack down.stone edge.crunch.1500
0.517235,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Azumarill,Azumarill.bubble.ice beam.play rough.1500,Alolan muk,Alolan muk.poison jab.gunk shot.dark pulse.1500,Alolan raticate,Alolan raticate.quick attack.crunch.hyper beam.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Tyranitar,Tyranitar.smack down.stone edge.crunch.1500
0.51724,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Umbreon,Umbreon.snarl.foul play.last resort.1500,Azumarill,Azumarill.rock smash.ice beam.play rough.1500,Venomoth,Venomoth.confusion.poison fang.silver wind.1500,Venusaur,Venusaur.vine whip.frenzy plant.sludge bomb.1500,Qwilfish,Qwilfish.water gun.aqua tail.ice beam.1500
0.517243,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Umbreon,Umbreon.snarl.foul play.last resort.1500,Skuntank,Skuntank.poison jab.crunch.sludge bomb.1500,Venomoth,Venomoth.confusion.psychic.silver wind.1500,Sneasel,Sneasel.ice shard.avalanche.foul play.1500,Tyranitar,Tyranitar.smack down.stone edge.crunch.1500
0.517243,Toxicroak,Toxicroak.counter.sludge bomb.mud bomb.1500,Umbreon,Umbreon.snarl.foul play.last resort.1500,Skuntank,Skuntank.poison jab.flamethrower.sludge bomb.1500,Venomoth,Venomoth.confusion.psychic.silver wind.1500,Sneasel,Sneasel.ice shard.avalanche.foul play.1500,Tyranitar,Tyranitar.smack down.stone edge.crunch.1500
