-0.276226,Flygon,mud shot.dragon claw.earthquake,Mamoswine,powder snow.avalanche.ancient power,Abomasnow,powder snow.outrage.blizzard
-0.275619,Flygon,mud shot.dragon claw.earthquake,Jynx,frost breath.avalanche.psyshock,Abomasnow,powder snow.outrage.blizzard
-0.27525,Flygon,mud shot.dragon claw.earthquake,Mamoswine,powder snow.avalanche.ancient power,Jynx,frost breath.avalanche.psyshock
-0.244954,Flygon,mud shot.dragon claw.earthquake,Sneasel,ice shard.ice punch.foul play,Abomasnow,powder snow.outrage.blizzard
-0.24465,Flygon,mud shot.dragon claw.earthquake,Abomasnow,powder snow.outrage.blizzard,Rhyperior,smack down.surf.earthquake
-0.244585,Flygon,mud shot.dragon claw.earthquake,Mamoswine,powder snow.avalanche.ancient power,Sneasel,ice shard.ice punch.foul play
-0.24428,Flygon,mud shot.dragon claw.earthquake,Mamoswine,powder snow.avalanche.ancient power,Rhyperior,smack down.surf.earthquake
-0.243977,Flygon,mud shot.dragon claw.earthquake,Jynx,frost breath.avalanche.psyshock,Sneasel,ice shard.ice punch.foul play
-0.243673,Flygon,mud shot.dragon claw.earthquake,Jynx,frost breath.avalanche.psyshock,Rhyperior,smack down.surf.earthquake
-0.241474,Flygon,mud shot.dragon claw.earthquake,Walrein,frost breath.water pulse.blizzard,Abomasnow,powder snow.outrage.blizzard
-0.241105,Flygon,mud shot.dragon claw.earthquake,Walrein,frost breath.water pulse.blizzard,Mamoswine,powder snow.avalanche.ancient power
-0.240498,Flygon,mud shot.dragon claw.earthquake,Walrein,frost breath.water pulse.blizzard,Jynx,frost breath.avalanche.psyshock
-0.233921,Flygon,mud shot.dragon claw.earthquake,Piloswine,powder snow.avalanche.stone edge,Abomasnow,powder snow.outrage.blizzard
-0.233552,Flygon,mud shot.dragon claw.earthquake,Mamoswine,powder snow.avalanche.ancient power,Piloswine,powder snow.avalanche.stone edge
-0.232945,Flygon,mud shot.dragon claw.earthquake,Piloswine,powder snow.avalanche.stone edge,Jynx,frost breath.avalanche.psyshock
-0.228566,Flygon,mud shot.dragon claw.earthquake,Alolan ninetales,powder snow.ice beam.dazzling gleam,Abomasnow,powder snow.outrage.blizzard
-0.228432,Flygon,mud shot.dragon claw.earthquake,Gyarados,dragon breath.crunch.outrage,Abomasnow,powder snow.outrage.blizzard
-0.228197,Flygon,mud shot.dragon claw.earthquake,Mamoswine,powder snow.avalanche.ancient power,Alolan ninetales,powder snow.ice beam.dazzling gleam
-0.228063,Flygon,mud shot.dragon claw.earthquake,Gyarados,dragon breath.crunch.outrage,Mamoswine,powder snow.avalanche.ancient power
-0.227589,Flygon,mud shot.dragon claw.earthquake,Alolan ninetales,powder snow.ice beam.dazzling gleam,Jynx,frost breath.avalanche.psyshock
-0.227456,Flygon,mud shot.dragon claw.earthquake,Gyarados,dragon breath.crunch.outrage,Jynx,frost breath.avalanche.psyshock
-0.224728,Flygon,mud shot.dragon claw.earthquake,Cloyster,ice shard.avalanche.hydro pump,Abomasnow,powder snow.outrage.blizzard
-0.224364,Mamoswine,powder snow.avalanche.ancient power,Jynx,frost breath.avalanche.psyshock,Abomasnow,powder snow.outrage.blizzard
-0.224359,Flygon,mud shot.dragon claw.earthquake,Mamoswine,powder snow.avalanche.ancient power,Cloyster,ice shard.avalanche.hydro pump
-0.223751,Flygon,mud shot.dragon claw.earthquake,Cloyster,ice shard.avalanche.hydro pump,Jynx,frost breath.avalanche.psyshock
-0.223271,Flygon,mud shot.dragon claw.earthquake,Abomasnow,powder snow.outrage.blizzard,Marshtomp,water gun.surf.mud bomb
-0.222902,Flygon,mud shot.dragon claw.earthquake,Mamoswine,powder snow.avalanche.ancient power,Marshtomp,water gun.surf.mud bomb
-0.222294,Flygon,mud shot.dragon claw.earthquake,Jynx,frost breath.avalanche.psyshock,Marshtomp,water gun.surf.mud bomb
